datetime_from,avg(pm10),avg(humidity)
2020-04-30 00:00:00,58.61652173913045,95.50565217391305
2020-04-30 01:00:00,62.02913043478261,97.43043478260869
2020-04-30 02:00:00,61.15913043478261,98.91565217391306
2020-04-30 03:00:00,64.1308695652174,98.70869565217389
2020-04-30 04:00:00,69.18086956521738,97.17347826086957
2020-04-30 05:00:00,70.85956521739128,96.30217391304348
2020-04-30 06:00:00,70.94391304347826,95.16826086956523
2020-04-30 07:00:00,63.04826086956521,92.17956521739131
2020-04-30 08:00:00,52.36043478260869,87.12260869565216
2020-04-30 09:00:00,46.24739130434782,81.59130434782608
2020-04-30 10:00:00,43.04391304347826,75.18347826086956
2020-04-30 11:00:00,40.76608695652174,69.4804347826087
2020-04-30 12:00:00,37.9804347826087,63.2395652173913
2020-04-30 13:00:00,35.38652173913044,58.73956521739128
